S.No.,State Code,State Name,District Code,District Name,Area (km2)[5],Population (2011)[5],Population density (per km2),Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
211,6,Haryana,59,Bhiwani,3432,1126833,,866672,767773,1069871,643158,426713,623006,430678,192328,445675,177331,1011439,266244,357047,99235,456282,186145,223049,198307,218631,148995,104875,1093788,459364,1553152,964960,405760,261428,99232,16793,176336,242718,241914,175689,22116,68692,67,347,5860,84400,164410,3557,203509,36262,5367,16409,21776,30859,175604,75191,69554,88960,22472,198703,58683,17581,20686,2605,500,30740
212,6,Haryana,701,Charkhi Dadri,1370,502276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,6,Haryana,60,Faridabad,792,1798954,,966110,843623,1272739,734940,537799,579229,476933,102296,495316,83913,1230504,333171,87700,382981,470681,137902,220384,198551,282666,178846,259933,1306146,346567,1652713,1095602,481318,231029,170927,63470,279652,302937,313812,296399,188,114361,117,187,20596,65216,253688,5639,211123,46224,10026,24687,34713,42722,201457,84281,74454,94686,22210,244743,54372,14109,17481,2764,608,36470
214,6,Haryana,61,Fatehabad,2538,941522,,495360,446651,557578,327471,230107,369083,263498,105585,286258,82825,572928,153301,203020,55360,258380,103541,136663,99948,93526,61476,37741,542399,344534,886933,555745,237009,147469,86268,14030,107042,136196,152219,134586,228,41039,28,1970,1355,39877,122912,1773,128708,25578,3026,9731,12757,17216,99951,41231,41504,51558,11828,118034,32676,8838,10397,1302,257,14987
215,6,Haryana,62,Gurugram,1253,1514085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,Haryana,63,Hisar,3983,1742815,,931562,812369,1114311,670200,444111,691621,488321,203300,531227,160394,1052310,285004,302013,154113,456126,197303,230074,194595,202792,144626,105346,1093767,505251,1599018,1017830,456536,265109,147721,24642,202588,259276,273915,231144,12798,78490,53,4199,2895,76543,194669,4792,218535,11612,5846,17116,22962,32391,188751,80345,76015,91914,21419,215575,60114,16187,18978,2326,465,30379
217,6,Haryana,64,Jhajjar,1834,956907,,514667,443738,676091,399480,276611,326534,250020,76514,246457,80077,631871,168558,211816,78328,290144,90737,109829,115794,145258,97457,58826,627288,201028,828316,549975,245095,162356,69952,14298,128007,145032,153834,123545,5301,36644,41,173,4715,36547,114081,1670,133448,14363,3807,10084,13891,19716,105616,45175,40725,50636,13257,114239,35840,9978,11871,1604,289,21450
218,6,Haryana,65,Jind,2702,1332042,,713006,621146,832758,502049,330709,523422,368277,155145,385851,137571,810730,222462,278335,89665,368000,136892,185626,151682,154773,107994,64599,815843,419624,1235467,784085,335704,213478,113068,15836,160742,193577,186317,146428,15600,89084,39,542,4981,73935,119784,1170,129177,43302,4228,13046,17274,23783,134056,55033,55240,73299,19953,153267,48467,13086,15718,2146,486,27130
219,6,Haryana,66,Kaithal,2317,1072861,,571003,503301,646529,385782,260747,373899,292696,81203,290663,83236,700405,187349,231091,75696,306787,119345,158239,124682,117753,82297,51043,662470,369869,1032339,630194,265813,176320,95704,12792,140195,153352,153556,126896,1443,77712,36,354,2845,60650,114419,897,116339,45149,3676,11442,15118,19624,111504,45618,46262,59344,14255,128054,39137,9894,11896,1683,319,21134
220,6,Haryana,67,Karnal,2520,1506323,,797712,707612,978013,564516,413497,516062,411646,104416,411533,104529,989262,267223,292682,135920,428602,155839,231354,188040,183590,124790,101387,1004186,429220,1433406,884972,380409,234684,143754,26238,215813,215865,238149,215989,151,51117,46,84,3100,45033,225116,277,229500,29657,5761,17461,23222,29082,161777,66304,66391,81876,17676,189917,52737,12985,15700,2215,500,26197
221,6,Haryana,68,Kurukshetra,1530,964231,,510976,453679,646893,370828,276065,336780,268556,68224,285904,50876,627875,171908,203553,88268,291821,94530,145392,118107,120790,81964,71007,642789,266638,909427,552034,250830,160216,107683,20261,143316,145855,152922,136321,40,25561,42,17,934,28663,144159,59,152471,23107,3540,11148,14688,18809,104115,43935,41371,48824,11764,115218,33776,9014,10985,1618,353,19412
222,6,Haryana,69,Mahendragarh,1859,921680,,486665,435423,630255,380440,249815,338584,232935,105649,212402,126182,583504,135455,223726,44216,267942,94273,135849,126291,132765,94245,60296,654072,245602,899674,530000,229392,161258,54810,8538,88012,133653,113329,74605,4493,40151,51,60,7081,55460,80378,5698,108389,37955,2971,8947,11918,17146,91491,39036,35309,49530,15586,100023,37004,13048,15919,2295,576,15579
223,6,Haryana,604,Nuh,1874,1089406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,6,Haryana,619,Palwal,1359,1040493,,554497,488211,599796,379696,220100,309563,241464,68099,216932,92631,733145,132606,186069,63090,249159,125474,142156,113940,102626,65963,43780,602312,393825,996137,684189,224043,133913,67580,10185,93313,121222,112618,74531,4463,60655,33,28,5148,43873,95524,928,95032,11507,2281,7953,10234,11985,71054,25760,33309,63475,23047,109785,32682,11484,14535,2441,610,10808
225,6,Haryana,70,Panchkula,898,558890,,299679,261614,405318,229862,175456,211479,164865,46614,182831,28648,349814,103455,70895,93656,164551,45607,73584,60177,69163,48306,83256,388559,119222,507781,309078,157076,93606,42737,29497,88378,92486,94560,77967,558,5218,477,318,880,22286,82195,444,99720,3329,4053,9104,13157,14305,65612,28779,22528,25585,5882,74902,18116,4455,5295,680,160,11923
226,6,Haryana,71,Panipat,1268,1202811,,646857,558580,786599,464136,322463,412318,328667,83651,339016,73302,793119,209965,173502,153804,327306,118873,170565,143466,141473,91756,75774,752884,296212,1049096,739075,298764,167244,90548,17466,162321,172677,191098,176766,712,69876,33,208,2672,53544,148894,467,145881,41486,4783,13209,17992,23156,123573,50265,50152,65067,13756,152367,37420,8949,10817,1543,325,19784
227,6,Haryana,72,Rewari,1582,896129,,474335,425997,636947,375453,261494,337727,235326,102401,250219,87508,562605,152651,199449,69305,268754,81280,120860,122617,139646,95807,65143,635173,206827,842000,518747,230704,150557,71366,12161,108753,137152,134804,100436,2055,37962,34,147,3439,35782,114709,1773,122608,24732,3879,10224,14103,18914,97233,42148,36171,45917,11875,105725,34760,10257,12265,1655,353,16378
228,6,Haryana,73,Rohtak,1745,1058683,,568479,492725,747582,436025,311557,345967,272646,73321,288949,57018,715237,193120,175203,131739,306942,117097,150903,140782,168499,109596,100346,808357,248795,1057152,605741,269354,185685,91682,16545,150160,160621,174390,147990,8169,35577,34,1086,2431,37780,136781,440,154010,10545,4261,11498,15759,21602,118044,50316,46126,55628,13502,133362,37417,9594,11401,1525,282,20753
229,6,Haryana,74,Sirsa,4277,1295114,,682582,612607,782897,456968,325929,502003,369462,132541,399169,102834,793186,215527,245476,93316,338792,141766,201349,153263,134559,83373,61620,792628,412353,1204981,750228,334344,208185,117760,24468,150315,190983,216307,215371,178,26345,61,3363,1968,33381,196564,1906,204475,19947,4202,13126,17328,23790,135060,57070,54200,70339,17490,157925,45978,13988,16392,1996,408,19922
230,6,Haryana,75,Sonipat,2122,1480080,,781299,668702,998316,589881,408435,523179,391085,132094,396763,126416,926822,253054,283858,133576,417434,138489,200458,182396,224639,150760,101186,1017189,344813,1362002,855201,360216,233318,119029,22367,192317,207285,224790,183719,5630,91587,29,626,4761,65828,171176,851,164405,59531,6555,15548,22103,26720,150015,61743,61552,78258,19282,174200,51229,13154,15863,2262,447,28366
231,6,Haryana,76,Yamunanagar,1768,1214162,,646718,567487,832457,474793,357664,389233,342343,46890,339024,50209,824972,217503,214464,143259,357723,107222,194654,164652,159311,99170,82532,826207,319428,1145635,694813,317708,201386,148002,20791,168506,175426,193584,148667,360,48584,46,376,1494,30238,189997,71,176944,12740,5490,14053,19543,23263,128240,53029,51948,64638,15742,152818,41829,10321,12547,1836,390,20969
232,2,Himachal Pradesh,15,Bilaspur,3511.1,1625502,463,192764,189192,287620,155599,132021,205871,111543,94328,103406,102465,176085,79146,152458,11987,164445,35817,59489,53515,64730,45695,25474,287961,65864,353825,193671,107367,80497,5387,6573,61392,66935,61113,56814,2143,5617,513,43,1663,28605,42589,759,67847,477,3819,6685,10504,9924,46905,21119,15862,18706,4338,50624,15387,3523,4063,459,81,10379
232,2,Himachal Pradesh,15,Bilaspur,3511.1,1625502,463,1351574,1312055,1596560,932474,664086,1203197,715467,487730,826568,376629,1460432,519704,549632,188174,737806,382091,407692,337793,189296,152838,134637,1624001,943112,2567113,1625484,655032,380114,345789,13137,193337,177334,135945,171271,67248,385255,843,3051,2324,310140,143705,1331,152156,41286,36885,84460,121345,88162,321189,118976,114051,148587,24774,464063,57480,10850,13773,2306,617,80579
232,2,Himachal Pradesh,15,Bilaspur,1167,381956,327,192764,189192,287620,155599,132021,205871,111543,94328,103406,102465,176085,79146,152458,11987,164445,35817,59489,53515,64730,45695,25474,287961,65864,353825,193671,107367,80497,5387,6573,61392,66935,61113,56814,2143,5617,513,43,1663,28605,42589,759,67847,477,3819,6685,10504,9924,46905,21119,15862,18706,4338,50624,15387,3523,4063,459,81,10379
232,2,Himachal Pradesh,15,Bilaspur,1167,381956,327,1351574,1312055,1596560,932474,664086,1203197,715467,487730,826568,376629,1460432,519704,549632,188174,737806,382091,407692,337793,189296,152838,134637,1624001,943112,2567113,1625484,655032,380114,345789,13137,193337,177334,135945,171271,67248,385255,843,3051,2324,310140,143705,1331,152156,41286,36885,84460,121345,88162,321189,118976,114051,148587,24774,464063,57480,10850,13773,2306,617,80579
233,2,Himachal Pradesh,16,Chamba,6522,519080,80,261320,257760,323842,186064,137778,294035,158791,135244,119632,174403,225045,96082,186395,13836,200231,56272,96789,67653,64515,40440,15506,344427,154575,499002,306555,130606,81566,1657,5074,62233,73995,46292,52553,131,1031,1834,371,1749,55088,36220,154,96451,9,5229,6765,11994,10046,52526,20811,21669,31977,5475,66941,17582,2765,3143,323,55,14306
234,2,Himachal Pradesh,17,Hamirpur,1118,454768,407,217070,237698,358091,180555,177536,241931,118724,123207,126153,115778,212837,104120,196116,15232,211348,37327,71107,72114,91184,64363,35620,376978,72551,449529,224044,123941,106641,7094,6665,86324,90286,86909,93858,1443,5691,91,22,353,29624,69696,140,94807,208,6218,11549,17767,16803,64353,27573,19977,19251,3697,65041,15955,3047,3478,383,48,20594
234,2,Himachal Pradesh,17,Hamirpur,1118,454768,407,593537,510748,653299,408125,245174,443655,308527,135128,290375,153280,660630,55929,256081,55300,311381,159593,238344,211029,103334,59914,59612,835920,364848,1200768,660774,260368,181109,99240,3791,48564,137792,120259,68771,9366,158137,99,255,543,120508,47183,90,40314,588,7811,17299,25110,17595,88512,31830,39087,73892,22044,139501,37669,9673,12348,2119,556,20040
234,2,Himachal Pradesh,17,Hamirpur,4021,1104285,275,217070,237698,358091,180555,177536,241931,118724,123207,126153,115778,212837,104120,196116,15232,211348,37327,71107,72114,91184,64363,35620,376978,72551,449529,224044,123941,106641,7094,6665,86324,90286,86909,93858,1443,5691,91,22,353,29624,69696,140,94807,208,6218,11549,17767,16803,64353,27573,19977,19251,3697,65041,15955,3047,3478,383,48,20594
234,2,Himachal Pradesh,17,Hamirpur,4021,1104285,275,593537,510748,653299,408125,245174,443655,308527,135128,290375,153280,660630,55929,256081,55300,311381,159593,238344,211029,103334,59914,59612,835920,364848,1200768,660774,260368,181109,99240,3791,48564,137792,120259,68771,9366,158137,99,255,543,120508,47183,90,40314,588,7811,17299,25110,17595,88512,31830,39087,73892,22044,139501,37669,9673,12348,2119,556,20040
235,2,Himachal Pradesh,18,Kangra,5739,1510075,263,750591,759484,1152640,606443,546197,675170,403756,271414,313915,361255,834905,330081,588321,39007,627328,127699,243617,223099,284124,192936,91236,1176288,271892,1448180,766581,419172,319420,38456,22727,272579,274180,229975,220258,4712,18358,1441,237,3377,105689,200604,644,301016,1716,15746,29154,44900,49211,213017,92030,71776,68294,10196,220761,52298,8867,10052,1056,129,53296
236,2,Himachal Pradesh,19,Kinnaur,6401,84121,13,46249,37872,60699,36697,24002,56273,33863,22410,46782,9491,27848,17865,44514,0,44514,9400,13749,11437,11140,7871,5118,59428,16944,76372,42360,26599,15075,190,2775,12925,16468,13902,13521,42,130,282,174,561,6083,11752,98,17996,86,2813,2912,5725,2817,9423,3672,2934,3758,629,10752,2106,207,235,19,9,6442
237,2,Himachal Pradesh,20,Kullu,5503,437903,80,225452,212451,307672,174550,133122,269084,148829,120255,193876,75208,168819,91322,167995,20709,188704,48384,77363,61854,58122,39081,23168,310349,103136,413485,244727,120510,72282,2450,8479,66910,79454,66129,55831,568,1753,794,610,2918,38399,46354,451,87848,271,6409,8723,15132,11656,53737,23630,18451,22985,3691,62549,14979,2492,2794,272,30,15223
238,2,Himachal Pradesh,21,Lahul AND Spiti,7835,18564,1,16588,14976,21845,12897,8948,19295,10763,8532,15190,4105,12269,5618,17434,0,17434,3776,5042,4011,3934,3557,2378,22817,6515,29332,15928,9181,6200,108,536,4938,4995,4946,5232,1,339,46,78,101,4036,1719,0,6123,0,1003,621,1624,795,2947,1105,1047,1695,429,3621,925,137,159,21,1,1990
239,2,Himachal Pradesh,22,Mandi,3950,999777,250,498065,501712,723747,393669,330078,572671,297464,275207,284154,288517,427106,214491,431129,31696,462825,100052,159043,132147,180188,128549,54139,763468,218570,982038,524285,279321,194661,10927,15958,157314,172205,175038,181985,1899,1860,470,455,2854,84301,123062,1049,209375,142,11117,20457,31574,29022,130468,59385,42061,48770,9182,141425,40350,7803,8883,934,146,29336
240,2,Himachal Pradesh,23,Shimla,5131,814010,159,425039,388971,612642,342846,269796,430926,258628,172298,311770,119156,383084,172754,279269,95896,375165,69967,113536,113305,141490,95341,80414,623801,137576,761377,425721,241956,145577,2813,23107,131450,161675,153356,123535,2187,1382,1051,1134,4795,58532,102066,1390,166551,70,14631,18780,33411,25892,102290,44780,31618,37051,8018,114928,25903,4965,5765,688,112,34174
241,2,Himachal Pradesh,24,Sirmaur,2825,529855,188,276289,253566,362645,205617,157028,280083,169399,110684,193906,86177,249772,91509,171102,21054,192156,57853,100123,78103,67080,38282,23352,368841,140486,509327,310244,136839,82471,16691,7459,58902,75406,74088,60246,2064,8795,1993,1297,3558,40315,39659,1110,75607,1045,4217,6645,10862,9085,47460,19481,18894,29490,9278,61976,18571,3769,4665,709,187,11878
242,2,Himachal Pradesh,25,Solan,1936,580320,300,308754,271566,428578,244372,184206,298737,190001,108736,219235,79502,281583,119866,192787,51509,244296,50331,89407,83992,95232,59363,36803,423408,104084,527492,321533,167168,90808,12426,15117,94692,108699,105861,90587,2249,6105,1683,472,5371,35692,74848,1148,103964,3148,8513,11613,20126,15608,68774,30610,22556,27001,7452,74573,19282,5062,6076,857,157,23422
243,2,Himachal Pradesh,26,Una,1540,521173,338,263692,257481,399715,213281,186434,215346,141612,73734,134482,80864,305827,105929,185091,20126,205217,51838,87913,81256,105204,60626,32120,424468,87735,512203,273223,142351,105358,41378,8059,88894,90729,87268,66103,2205,11627,78,48,353,30021,71588,128,93873,2419,4431,8047,12478,13184,65541,27689,24668,26829,4851,71424,18538,3527,4086,498,61,15651
244,1,Jammu And Kashmir,1,Anantnag,"3,574","1,070,144",,559767,518925,545532,324417,221115,389684,244032,145652,176800,212884,689008,114899,207067,70666,277733,73719,99059,129174,97121,52407,41570,502210,337265,839475,704145,239988,133519,6295,7846,67166,102683,98110,80917,1024,12424,2531,19048,2564,40538,71259,1206,103058,2010,1542,5158,6700,11464,58558,20510,26584,48155,29574,105428,20950,3338,3880,432,110,12729
245,1,Jammu And Kashmir,623,Bandipora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1,Jammu And Kashmir,3,Baramulla   ,"4,243","1,015,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1,Jammu And Kashmir,2,Budgam   ,"1,361","735,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1,Jammu And Kashmir,4,Doda,2625,409576,,213641,196295,219083,138620,80463,151912,101144,50768,79377,72535,258024,61831,122267,11350,133617,43794,47350,62719,48359,31416,12647,248131,163565,411696,263576,93189,52744,563,1804,19244,47031,26716,23060,2915,202,4545,978,2063,35304,25054,261,66002,60,1782,6482,8264,9190,40819,14876,16753,25349,4188,60875,8043,1127,1324,169,28,8378
249,1,Jammu And Kashmir,626,Ganderbal,"1,045","297,003",,158720,138726,143276,90581,52695,100890,73305,27585,52949,47941,196556,38487,63788,13558,77346,25817,38735,38375,28247,15005,9633,158024,116734,274758,194165,66945,35911,6005,2313,20350,27786,33167,31492,151,1433,1789,3097,497,11294,25368,540,35518,569,325,1404,1729,2978,16301,5509,7814,21532,3687,32518,6513,992,1103,92,19,3115
250,1,Jammu And Kashmir,5,Jammu,2342,1526406,,813821,716137,1137135,641916,495219,508622,417456,91166,410344,98278,1021336,294739,254566,248043,502609,135391,185962,253542,261852,159257,146501,1173121,268279,1441400,816827,435895,275585,68272,44063,240478,241206,231365,162522,6884,117098,1716,671,3680,46394,233123,1681,168693,8076,6386,20036,26422,39453,193158,81952,71753,68820,13616,215803,40735,8759,10378,1376,243,35100
251,1,Jammu And Kashmir,7,Kathua,2502,615711,,326109,290326,389204,228499,160705,200431,161548,38883,142847,57584,416004,109422,181374,33473,214847,69396,82715,106411,91522,47694,24330,426572,181297,607869,357864,160123,97684,17726,4687,66944,88964,47372,26033,8616,31020,8978,860,5595,36594,52019,771,61227,3438,2476,7394,9870,12854,67133,26670,27609,33057,7776,87230,15954,3596,4489,752,141,10163
252,1,Jammu And Kashmir,620,Kishtwar,7737,231037,,120165,110531,107506,68700,38806,82974,56779,26195,44718,38256,147722,24067,72378,5993,78371,25022,25675,27745,19550,14521,5438,120480,101166,221646,145931,53415,31084,439,850,9281,17702,12609,10761,930,297,2412,3918,2179,18814,10867,140,34280,82,1206,3893,5099,5167,22247,7971,9109,14790,2381,33933,4233,664,789,111,14,5562
253,1,Jammu And Kashmir,622,Kulgam,410,"422,786",,217620,206863,209085,125052,84033,159990,102317,57673,77812,82178,264493,47913,95952,25178,121130,36066,47268,60470,45383,24214,18240,234831,175199,410030,266858,99870,57253,1853,2421,25825,49605,40973,31048,354,3743,1846,11749,1937,26440,23503,217,48856,640,785,3173,3958,6618,31875,11391,13866,27713,5657,53444,9163,1330,1523,166,27,5073
254,1,Jammu And Kashmir,8,Kupwara,"2,379","875,564",,474190,396164,439654,282823,156831,229064,190899,38165,123837,105227,641290,83071,158438,23226,181664,60616,101642,99947,74948,39709,21751,405015,289765,694780,600759,178435,89679,3019,2988,26828,56495,66361,54335,11127,5030,1902,24776,6597,37849,22747,1607,50339,2066,911,4036,4947,6396,31982,10700,14886,42727,27121,80569,14618,2218,2622,330,74,8968
255,1,Jammu And Kashmir,10,Poonch  ,1674,476820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1,Jammu And Kashmir,11,Pulwama,"1,086","570,060",,293064,267376,293958,178326,115632,188420,138428,49992,98306,90114,372020,73629,147520,21703,169223,36201,54808,73991,67368,40931,31286,310482,190369,500851,342601,137032,80111,5479,6164,45967,65162,61749,53836,212,13347,660,8108,929,19320,50893,430,56749,3413,705,2291,2996,5461,32942,11863,15618,31436,13867,55081,15020,3099,3612,439,74,7528
257,1,Jammu And Kashmir,12,Rajouri,2630,619266,,345351,297064,364109,224469,139640,290912,184752,106160,130377,160535,351503,96012,196070,17508,213578,70996,91859,108785,65921,35804,18576,394977,242306,637283,404903,153165,83319,2203,3128,34209,65569,22470,17778,17991,6716,37100,2171,9574,40993,18838,458,39628,269,2107,12777,14884,18069,70033,25803,26161,35702,3381,103780,8246,710,781,55,16,11193
258,1,Jammu And Kashmir,621,Ramban,1329,283313,,149132,134581,124065,82938,41127,87212,68476,18736,52051,35161,196501,34243,84281,5341,89622,33971,35284,35115,22591,13331,4923,146713,141812,288525,188526,61604,33220,214,958,8110,27216,13135,10892,3588,270,12201,1867,1721,23687,12889,477,33094,42,1019,5364,6383,7205,26323,9250,9868,18350,3150,44065,3547,321,358,29,8,6236
259,1,Jammu And Kashmir,627,Reasi,1719,314714,,166461,148206,150542,93937,56605,144767,88755,56012,88462,56305,169900,31588,95572,12261,107833,33411,40215,36184,24066,14064,4733,153248,143293,296541,203967,70767,39743,1340,1878,13645,28783,11155,8334,4765,1279,8665,809,3763,24500,12843,830,33866,25,1042,3376,4418,5810,26231,9500,10921,19670,4473,41179,7060,1089,1243,137,17,5310
