S.No.,State Code,State Name,District Code,District Name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
402,27,Maharashtra,476,Gondia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,27,Maharashtra,477,Hingoli,512,1177345,606294,571051,790743,450551,340192,569182,330903,238279,608163,27700,159114,1221,9676,242456,41913,175736,266649,127246,136075,74544,38698,824880,331388,1156268,692117,281905,201828,206387,180484,73460,43819,93262,115,645,3624,5118,86000,83549,734,81482,33349,5715,18442,24157,22066,120315,48484,49765,66399,16170,57492,152388,43401,10726,13185,2007,452,18067
404,27,Maharashtra,478,Jalgaon,499,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,2366346,350029,720791,14297,56775,796223,373565,482462,735730,532587,627198,375643,229987,3014615,1003050,4017665,2352671,1080237,763529,810168,764674,316969,32746,42052,878,1439,13926,18436,239159,573516,2193,790910,14410,38031,86964,124995,110671,512687,216606,185410,207987,45988,78982,614318,135560,28837,34659,4845,977,107120
405,27,Maharashtra,479,Jalna,514,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,1028160,60219,288895,3791,17236,404746,98084,271061,422207,218189,225331,120715,64060,1331287,545980,1877267,1150104,454836,341479,278273,301447,141841,98790,108318,558,1471,7794,11456,138493,149695,1633,160526,35098,12310,35091,47401,40200,205666,82627,82839,109422,25627,99928,259264,71403,16511,19862,2754,597,37587
406,27,Maharashtra,480,Kolhapur,530,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,2171947,340318,770005,22269,71879,796496,382818,321457,622362,487227,698604,395234,335413,2901125,778000,3679125,1972486,1084858,801590,800038,771669,612194,33730,64763,3686,2727,5886,15013,160556,611991,2714,701593,44231,31720,74454,106174,117330,502014,228697,155987,166043,47252,48936,533856,145947,34973,40799,4774,1052,100881
407,27,Maharashtra,481,Latur,524,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,1407339,96018,381722,6217,29758,428616,157016,268627,423711,296910,380344,224998,153256,1765952,596213,2362165,1406364,584243,453229,406711,380772,178478,47969,132136,368,647,6775,11739,157775,231657,3949,276749,78205,11663,37583,49246,47525,257585,103991,106069,134259,33059,84717,324131,85186,21152,26122,3973,997,38710
408,27,Maharashtra,482,Mumbai,519,3085411,1684608,1400803,2509022,1410680,1098342,1284396,1021009,263387,1801015,494883,625927,121344,204234,0,1107321,118967,399792,603937,665263,378764,343374,2567141,262312,2829453,1553005,933586,583243,621109,610641,427208,273,7707,465,453,3741,5759,85525,541324,1100,623468,275,36524,69186,105710,102012,369160,153428,113720,128284,34584,10889,409944,74432,15197,18184,2446,541,135178
409,27,Maharashtra,483,Mumbai Suburban,518,9356962,5031323,4325639,7575485,4223029,3352456,3735021,2944322,790699,5621941,1586946,1964657,404757,652946,0,3078829,512268,1140066,1628031,1914168,1091433,1183117,7658146,1111093,8769239,4936360,2812001,1575566,1999138,1918734,1108623,3572,14108,1341,3725,31686,49669,390920,1565035,12917,1956872,5506,90530,212099,302629,350525,1248569,528485,369559,388001,88544,71788,1390224,228259,42925,49882,5768,1189,359378
410,27,Maharashtra,484,Nagpur,505,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,2785010,599780,917626,57964,135750,430844,877522,325084,666693,812381,790443,542228,493236,3703540,601547,4305087,2460820,1361821,818467,967598,914291,753520,76380,108836,539,284,5205,8997,206020,710516,2969,760675,27620,36059,91544,127603,149225,647880,286874,211781,182251,38074,79272,723785,111423,22289,26991,3915,787,133609
411,27,Maharashtra,485,Nanded,511,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,1867339,116284,488748,7548,43055,591119,230563,416869,691348,368723,416761,255650,156225,2327305,884626,3211931,2008314,809135,535827,556481,505657,217163,92893,223195,707,1558,14283,20357,238501,249852,3809,308749,116462,15073,55602,70675,73125,365093,145062,146906,179714,40821,167950,470048,102146,23953,29970,4819,1198,54139
412,27,Maharashtra,486,Nandurbar,497,1648295,833170,815125,906509,512099,394410,792065,442898,349167,856230,54335,186202,2579,17047,333440,71572,166664,218718,121404,160961,113019,58461,848475,790613,1639088,1011352,390419,241534,307273,209973,91574,16755,95048,13979,6832,2283,23384,150740,117970,290,181543,12702,9605,32683,42288,35991,163042,64261,62790,93252,21041,50913,229070,50661,8718,10189,1195,276,29703
413,27,Maharashtra,487,Nashik,516,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,3343859,536781,904710,45039,138887,904661,764271,544346,1038955,851714,830070,485052,373100,4220456,1481778,5702234,3580633,1567252,948469,1107241,1000293,551864,278657,105024,7727,5860,7787,25996,339616,689923,4622,745698,38456,35768,96688,132456,140025,662495,279902,242568,298134,87208,150754,792059,193089,49411,61091,9421,2259,134054
414,27,Maharashtra,665,Palghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,27,Maharashtra,489,Parbhani,513,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,1013289,59272,272486,3982,21196,293480,133759,229217,396713,204316,229103,116041,81333,1266426,552643,1819069,1078349,436486,313455,275622,270114,103819,45702,152059,220,2418,5983,10191,122327,157423,1570,148444,38790,9159,32003,41162,37244,189010,74180,77586,106170,23844,80436,250755,62672,14807,17950,2608,535,28809
416,27,Maharashtra,490,Pune,521,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,5380415,1410448,1925019,235018,490260,1165718,2056739,559840,1234549,1383055,1414563,867256,1086650,6736249,1353077,8089326,5184734,2624165,1586132,1962040,1915302,1531966,168164,179132,5200,6905,17983,38007,367187,1575922,7919,1674141,102403,96584,236257,332841,352685,1286031,568235,365111,364149,93586,133498,1426982,280248,62953,74115,9251,1911,295262
417,27,Maharashtra,491,Raigad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,27,Maharashtra,492,Ratnagiri,528,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,900993,100860,367352,7752,31062,538538,100824,163025,378554,269872,247257,111600,65700,1251437,319622,1571059,777431,438905,396967,382573,348019,273162,76316,20957,12540,4400,1639,20802,144837,184194,2223,237852,16054,37275,60252,97527,61760,212475,84254,66461,68615,14762,64348,246068,43462,7172,8615,1183,260,95234
419,27,Maharashtra,493,Sangli,531,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,1607039,227034,485126,13212,49056,626872,226801,208511,507318,459156,453404,244804,214003,2124179,579039,2703218,1450907,752303,603739,556209,517310,380072,74738,98215,606,2577,6357,11780,140103,379231,2240,393990,58025,26079,56682,82761,76036,331678,143725,111917,131446,39342,65893,371741,106679,27036,32051,4106,909,74756
420,27,Maharashtra,494,Satara,527,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,1648794,271186,562653,14093,57423,774522,200949,288427,495822,407977,556706,299993,243457,2313266,545423,2858689,1517324,800492,671702,602990,575804,455235,57989,89747,8291,1780,3989,15267,166005,419171,1207,470030,43779,34375,67378,101753,83191,359607,157231,119185,137863,40776,54823,401102,111364,27333,32495,4263,899,95038
421,27,Maharashtra,495,Sindhudurg,529,849651,417332,432319,666067,348289,317778,347178,229676,117502,502473,42540,194228,3517,15721,295847,44989,86480,165284,134734,175070,89023,48418,702460,121922,824382,382024,242296,222963,198711,181343,155696,97574,7546,4621,677,705,7209,61473,111982,1206,62947,5910,19204,29971,49175,32456,114147,46485,35206,34018,7779,31664,133398,22973,3810,4590,614,166,44158
422,27,Maharashtra,496,Solapur,526,4317756,2227852,2089904,2910676,1651266,1259410,1898395,1206933,691462,2419361,248255,595560,15145,59296,779929,376302,390337,788150,535848,643327,328020,236302,2951035,976795,3927830,2402794,1089900,809935,707954,698690,355107,140885,193008,879,7892,10562,24596,305670,427955,5263,489698,69961,34195,77570,111765,92587,469237,198967,177683,215367,62612,125356,564956,145894,41088,50093,7339,1666,98038
423,27,Maharashtra,497,Thane,517,11060148,5865078,5195070,8227161,4591396,3635765,4492767,3363123,1129644,6567381,1610460,2231800,256170,551643,713994,2904157,712171,1530916,1588196,1751284,1080597,961719,7739336,1692022,9431358,6184519,3241888,1579921,2375413,2207808,1627847,168043,215983,5420,8846,13807,37497,489893,1748215,9424,1964564,90875,96076,254251,350327,435279,1535929,657707,442943,451745,92615,192508,1769316,250784,44923,52217,6102,1192,358299
424,27,Maharashtra,498,Wardha,504,1300774,668385,632389,1019458,552617,466841,608235,392316,215919,692539,114029,266155,4313,16260,268486,120218,140470,186781,201471,225208,158055,93772,1012774,212054,1224828,659540,370227,270107,289664,260962,171680,43788,54733,145,244,1158,1766,94090,172982,219,192075,15618,13479,33834,47313,45226,201617,91911,64480,47580,6170,35608,219560,35427,4227,4772,454,91,42921
425,27,Maharashtra,499,Washim,502,1197160,620302,576858,869917,487703,382214,569792,340353,229439,627368,36840,196022,1875,10757,274925,55921,166509,238985,160331,162762,116032,47865,899778,291525,1191303,682919,302425,210185,241170,210412,87120,87105,51591,151,255,2556,3392,82181,92664,430,106117,15457,8898,27564,36462,31483,151658,63577,56598,59947,9825,83047,190683,33948,6237,7325,909,179,25936
426,27,Maharashtra,500,Yavatmal,510,2772348,1419965,1352383,2022574,1115980,906594,1355999,815475,540524,1416349,134500,446516,6094,29917,629243,168889,391944,562739,382001,389924,245819,123074,2117390,718204,2835594,1549263,733258,483813,599805,508756,198454,159344,161450,443,2278,6530,11252,236872,228633,2001,281437,35746,27030,78034,105064,92410,403805,174490,136905,117638,13878,174880,481605,65953,8902,10268,1141,225,82559
427,14,Manipur,252,Bishnupur,275,237399,118782,118617,156333,87313,69020,109937,62807,47130,127462,11393,34364,676,3447,34977,21172,15941,36011,50004,31775,20077,20074,175322,67610,242932,135220,62907,38815,42408,16508,41441,245,711,499,2332,57,23902,22505,3454,21014,19612,29,507,2685,3192,5735,24938,9335,9868,14808,1953,18932,32723,7400,927,1089,130,32,3679
428,14,Manipur,253,Chandel,280,144182,74579,69603,90302,51053,39249,76238,42615,33623,67944,1424,18764,184,1782,30377,3783,17382,28163,30589,18971,12213,8105,115663,38191,153854,86255,39324,18329,25414,11611,23065,2150,2456,5352,8700,305,17173,11907,2681,2816,5580,185,584,3362,3946,4975,15386,5409,5002,8534,1231,14509,22711,2058,163,192,26,3,4136
429,14,Manipur,254,Churachandpur,274,274143,138820,135323,195935,104013,91922,122655,70594,52061,151488,13371,29894,837,4496,52972,4853,32860,67907,65475,38567,23284,14523,243125,57561,300686,168608,67802,37096,47354,28742,41638,5334,2664,5812,7192,1003,17312,26551,8001,3305,16414,490,758,4460,5218,6270,22736,8059,8407,17268,4694,15364,37205,6333,1030,1223,158,35,5155
430,14,Manipur,255,Imphal East,278,456113,226094,230019,324664,173314,151350,194848,117562,77286,261265,41213,78663,2739,9837,64421,46520,38436,69144,99202,60422,47390,50647,369343,90250,459593,261530,123439,70005,86764,49283,85211,4804,12641,1636,19211,5039,42553,38096,16337,16667,31080,122,1351,6168,7519,13124,52960,20286,19550,27543,3784,37373,69393,11496,1243,1471,196,32,9446
431,14,Manipur,256,Imphal West,277,517992,255054,262938,392626,205985,186641,213387,128540,84847,304605,61736,87078,4913,15066,51055,85746,32811,66042,104229,77472,60821,81876,432815,87248,520063,278940,148146,89394,105015,68484,105743,3836,4180,596,8010,7551,38853,38848,33720,22696,63716,314,2009,8996,11005,19110,69998,27188,23700,27255,3135,38825,84981,12930,1399,1636,198,39,11846
432,14,Manipur,713,Jiribam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,14,Manipur,711,Kakching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,14,Manipur,717,Kamjong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,14,Manipur,712,Kangpokpi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,14,Manipur,714,Noney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,14,Manipur,715,Pherzawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,14,Manipur,257,Senapati,272,479148,247323,231825,264477,148012,116465,233622,124143,109479,245526,2430,22798,256,2170,38008,1826,46757,81735,91395,62033,40438,24940,347896,191001,538897,314439,111516,52008,30317,16321,29985,2708,1528,4389,3547,707,10937,19706,5714,2294,18477,221,289,2546,2835,4632,16797,5986,6179,13208,1647,9067,27914,3125,406,484,70,8,2964
439,14,Manipur,258,Tamenglong,273,140651,72371,68280,85006,47403,37603,70675,37237,33438,69976,1229,11541,125,1362,23982,4119,11155,28461,26794,17867,11645,7102,103294,45317,148611,90273,33290,16924,21266,10189,17284,1827,61,5685,2385,689,12712,10951,3786,3953,9250,45,264,1483,1747,3054,11219,3971,4194,9422,2089,9740,20289,1927,234,259,22,3,2002
440,14,Manipur,716,Tengnoupal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,14,Manipur,259,Thoubal,276,422168,210845,211323,269304,152617,116687,195319,109377,85942,226849,15994,49507,880,5110,65961,38302,32396,69738,87932,55803,37899,28550,315532,118088,433620,251975,107196,62060,78020,29742,78949,1242,9829,450,24067,1609,60307,45333,3978,34181,13391,315,1181,5299,6480,11800,49873,19014,19059,25862,3080,35984,65413,12063,1108,1268,130,30,6551
442,14,Manipur,260,Ukhrul,279,183998,94718,89280,129829,70148,59681,87929,46533,41396,96069,1659,14026,276,2437,36084,5806,20670,29382,38350,31734,22729,15636,158906,42156,201062,113715,43646,25165,26712,28568,29549,1525,550,3970,557,86,15282,20286,3749,10669,18080,112,1272,3745,5017,4814,15806,5535,5457,12397,2570,11755,28803,1594,189,240,43,8,5153
443,17,Meghalaya,740,Eastern West Khasi Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,17,Meghalaya,273,East Garo Hills,294,317917,161223,156694,192147,102513,89634,126073,72262,53811,191844,1839,24550,288,2368,62698,11518,51578,70679,52762,31328,9473,2484,218602,100781,319383,216742,70424,29926,30371,7915,46851,22324,491,21097,876,429,22664,28215,15707,262,10343,329,958,3992,4950,7301,26346,9488,9557,20576,5485,13435,45070,6285,440,512,67,5,5490
445,17,Meghalaya,657,East Jaintia Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,17,Meghalaya,274,East Khasi Hills,298,825922,410749,415173,578030,287270,290760,326786,204303,122483,499136,41496,135941,5032,19306,106248,108843,118135,163729,127722,94579,58836,61639,634037,168575,802612,545961,192428,86576,157217,109102,111335,9885,4075,14284,2733,3206,25929,65687,56403,5706,112619,2251,8824,14620,23444,22449,76900,28384,26067,46821,13667,38742,107279,12644,1672,2001,278,51,38908
447,17,Meghalaya,656,North Garo Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,17,Meghalaya,276,Ri Bhoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,17,Meghalaya,277,South Garo Hills,295,142334,73170,69164,82062,45003,37059,53069,32826,20243,89265,482,10940,179,1625,35930,3713,25906,28921,21506,13858,3998,826,95846,44849,140695,97082,30605,14495,12562,2347,15916,2859,94,11062,2404,291,14339,11075,2719,582,6492,73,674,1545,2219,2579,9858,3498,3781,8929,3202,10414,17672,3357,310,397,72,15,2782
450,17,Meghalaya,663,South West Garo Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,17,Meghalaya,658,South West Khasi Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,17,Meghalaya,278,West Garo Hills,293,643291,324159,319132,358702,193438,165264,255693,151914,103779,387598,10006,51301,1630,8872,139351,18594,85733,129178,90963,70941,29404,10856,420622,208900,629522,427629,143604,70599,63888,21585,73800,36282,19736,21251,3088,4823,40203,45043,34389,11041,20818,7388,3339,9362,12701,16475,58500,21168,20857,41203,9376,42348,92589,12008,1212,1437,188,37,15746
453,17,Meghalaya,275,West Jaintia Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,17,Meghalaya,279,West Khasi Hills,296,383461,193715,189746,230678,117307,113371,163345,89694,73651,220116,476,32873,149,2462,74832,12299,80318,78208,45046,28417,12295,6450,251275,133244,384519,278569,69988,33431,57141,15981,29492,12147,1474,13657,1847,886,22700,31934,5615,6310,22687,1175,1765,3905,5670,6781,24288,8599,8908,23307,10355,26071,46341,7167,608,729,108,13,9383
455,15,Mizoram,261,Aizawl,283,400309,199270,201039,340595,169547,171048,174636,104643,69993,225673,64710,79804,4019,21093,20570,80341,29332,68214,100103,78752,37701,31310,347470,38248,385718,235892,108094,56092,81144,73761,80980,1798,977,10321,1062,9187,21741,29769,40948,1171,55588,351,4018,7194,11212,10677,43041,15555,16809,22808,4851,11195,54536,7544,786,861,65,10,18971
456,15,Mizoram,262,Champhai,284,125745,63388,62357,100802,51440,49362,60342,34129,26213,65403,9115,23948,186,2263,18395,12717,14491,31359,30454,16259,4956,4087,101684,15449,117133,78778,29690,17189,25349,21158,24612,839,1197,3193,343,1467,5223,15724,3082,220,17370,648,1463,2145,3608,3241,12517,4424,4852,7908,1627,6854,17656,2478,234,263,26,3,5263
457,15,Mizoram,726,Hnahthial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,15,Mizoram,728,Khawzawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,15,Mizoram,263,Kolasib,282,83955,42918,41037,65895,34147,31748,36672,22733,13939,47283,8787,14853,367,1986,9669,12507,11367,18046,20399,9849,3473,2530,65726,14217,79943,52147,20576,11167,16886,11294,16632,720,450,1850,1581,258,4444,9312,4736,755,11477,421,953,1521,2474,2397,8927,3156,3374,4932,963,3248,12072,1550,141,154,12,1,3520
460,15,Mizoram,264,Lawngtlai,287,117894,60599,57295,62861,36444,26417,45566,28517,17049,72328,5213,9283,162,1329,21993,5273,19890,21114,16629,10538,3763,2515,74574,54874,129448,80723,25303,11831,22512,8506,15309,722,223,5809,7462,213,14043,10924,1720,559,7684,131,701,1777,2478,3075,11321,4043,4203,7639,1456,10250,17927,2141,219,241,21,1,2585
461,15,Mizoram,265,Lunglei,286,161428,82891,78537,121122,64515,56607,78292,46230,32062,83136,14037,26394,482,3725,21479,17315,22181,33313,34774,19918,8503,5509,124314,32451,156765,100250,39690,21424,32180,22896,28570,409,409,8794,3404,1018,13706,15370,9906,490,17757,249,1683,2777,4460,4010,16569,5783,6776,9832,1756,7341,23345,2773,252,264,11,1,6235
462,15,Mizoram,266,Mamit,281,86364,44828,41536,60191,32977,27214,39339,24016,15323,47025,4010,12158,90,1073,16726,4129,9328,19711,19949,10756,3180,1771,64717,20091,84808,55914,20082,10318,16720,8945,14784,508,132,6265,2369,3028,12050,10464,2372,388,4404,22,1037,1446,2483,2351,8670,3048,3271,5166,885,4368,12580,1406,124,141,15,2,3077
463,15,Mizoram,727,Saitual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,15,Mizoram,268,Serchhip,285,64937,32851,32086,54476,27598,26878,32397,18261,14136,32540,5511,12315,131,987,7472,8018,8771,14985,16237,9062,2915,2128,54133,5963,60096,39568,15894,9404,12448,11822,12317,142,173,3204,186,70,3674,6894,3737,214,8459,4,713,996,1709,1480,5948,2111,2357,3988,935,1949,8522,1193,123,130,7,0,2735
465,15,Mizoram,267,Siaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,13,Nagaland,758,Chumoukedima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,13,Nagaland,244,Dimapur,265,378811,197394,181417,278037,150142,127895,151350,99645,51705,227461,42378,71413,3303,12077,49116,62853,34539,61815,80076,44343,26712,27532,277956,58926,336882,243392,98601,36618,68601,69407,72398,27068,24735,834,1033,1561,4462,17929,51177,1034,10539,16544,3846,7781,11627,11301,40012,15072,13639,21726,3367,7626,60448,3198,463,570,86,21,12516
468,13,Nagaland,614,Kiphire,269,74004,37830,36174,41232,22675,18557,31959,16780,15179,42045,120,14147,47,478,16032,4290,11197,15740,13645,5204,2052,997,48911,32120,81031,52699,14955,6309,12846,13191,8012,1025,0,455,72,564,2423,8885,2444,1332,13033,0,793,2258,3051,2188,7030,2421,2421,5792,782,5326,13731,458,27,31,3,1,2435
469,13,Nagaland,245,Kohima,270,267988,138966,129022,197489,107038,90451,114825,68140,46685,153163,20712,50724,1928,7982,31845,44255,21654,46756,57726,30518,19855,23439,201718,45802,247520,173701,68485,25557,47525,43001,37427,7386,737,2902,642,3716,13663,22483,13645,6403,25045,602,4045,5281,9326,6521,22915,8262,8132,16961,2934,16008,37269,1116,256,288,28,4,13463
470,13,Nagaland,615,Longleng,268,50484,26502,23982,29859,16139,13720,30568,16273,14295,19916,186,6416,37,635,12686,2451,7986,11884,8672,3458,1695,595,34305,18230,52535,33970,11210,5271,10429,8437,8100,2851,14,615,417,219,6910,2638,281,5659,1185,11,1238,1739,2977,2017,5650,1897,1736,2674,279,8661,7864,114,23,26,2,1,3576
471,13,Nagaland,246,Mokokchung,262,194622,101092,93530,159494,83479,76015,100067,57084,42983,94555,7236,40154,537,2728,37536,17742,20259,43483,54035,27425,13077,10299,169448,22555,192003,111243,52853,30363,41054,41293,41057,4046,180,2388,1162,1114,12265,21415,10166,7601,24062,164,2512,4144,6656,5376,21336,7755,8205,13619,733,10763,32371,1393,76,91,13,2,8489
472,13,Nagaland,247,Mon,261,250260,131753,118507,119626,67432,52194,147654,79425,68229,102606,1080,14398,178,2844,43607,7415,37431,46055,30500,7628,3565,1772,127058,130529,257587,168773,53600,27437,39573,28073,27663,8701,111,5527,1610,1047,10259,18725,8005,2075,20867,58,1076,1939,3015,3117,13754,4803,5834,20409,4169,14617,33129,3305,370,418,44,4,4495
473,13,Nagaland,764,Niuland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,13,Nagaland,736,Noklak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,13,Nagaland,613,Peren,271,95219,49714,45505,62204,34584,27620,61390,32249,29141,33829,605,13859,121,1414,20204,4073,9248,24527,20732,8082,3938,2169,68771,24790,93561,64393,21597,9156,17199,10553,14866,4806,70,1312,947,472,4834,8460,5380,2103,7456,47,868,1494,2362,2134,7701,2660,2907,7617,1011,4851,15100,623,48,54,6,0,2914
476,13,Nagaland,248,Phek,266,163418,83743,79675,105893,57926,47967,80277,41556,38721,83141,2073,36182,170,1558,38903,7295,22494,32722,30434,12785,7268,5926,112110,44456,156566,108514,37842,16969,33713,29897,29489,1364,163,1761,119,375,4149,23707,6764,1894,31634,156,3925,5097,9022,5665,16854,5810,5379,10753,1262,7420,27634,248,23,27,3,1,9982
477,13,Nagaland,765,Shamator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,13,Nagaland,757,Tseminyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,13,Nagaland,249,Tuensang,267,196596,101933,94663,117511,63653,53858,98154,52931,45223,98442,773,24998,155,2251,40690,9451,29602,40900,33514,15013,6008,2760,127913,66450,194363,134573,43210,18762,36817,30295,22080,5921,10,309,296,409,3041,17195,9252,2027,28436,5,1266,2726,3992,4022,15138,5246,5870,17278,2579,12540,31260,1005,122,136,10,4,6586
480,13,Nagaland,250,Wokha,264,166343,84505,81838,128208,67385,60823,78412,42096,36316,87931,3228,25268,198,1757,38499,8170,15865,37024,41627,18746,10223,8030,131916,25048,156964,106951,40510,18811,31060,29411,22108,10151,475,3460,1542,882,12121,12659,4293,6237,8234,225,1354,2349,3703,3266,13080,4549,5265,15026,1460,16317,27684,916,128,147,19,0,4522
481,13,Nagaland,251,Zunheboto,263,140757,71217,69540,102881,53504,49377,79466,41178,38288,61291,1433,28846,261,2008,31267,6044,16523,30889,35113,17282,8821,5560,115295,25988,141283,91709,32267,16730,27313,26285,22868,3079,108,2908,110,330,8042,15352,5742,4694,18102,107,1491,2702,4193,3343,12086,4185,4558,12308,1746,9239,24291,605,69,83,12,2,5354
482,21,Odisha,344,Anugul,384,1273821,655718,618103,869456,494425,375031,526520,360947,165573,747301,27099,131916,5564,15658,340410,74177,180523,265782,204235,129226,58029,45588,899985,347851,1247836,708493,347521,213517,234844,57679,71436,100814,128273,4813,6080,4599,17910,110149,73959,2418,41387,77490,10894,34752,45646,52778,186197,77691,55728,56830,7249,111814,224560,31690,4112,4996,713,171,34676
483,21,Odisha,345,Balangir,393,1648997,830097,818900,927260,545672,381588,720601,469956,250645,928396,21268,123446,3286,17274,476770,62192,240180,298288,226728,116297,54694,42401,985398,721389,1706787,904026,430011,310876,403589,47324,65156,42270,322278,451,9042,2304,15932,204388,37440,4135,44064,110070,18964,72385,91349,85353,262220,100978,75889,72258,6254,190253,350806,27298,2199,2615,333,83,51362
