S.No.,State Code,State Name,District Code,District Name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
71,18,Assam,288,Golaghat,313,1066888,543161,523727,721764,396475,325289,479928,309104,170824,586960,40889,82345,3073,17636,292893,34190,117393,223902,261192,111145,66197,36887,820800,258897,1079697,629153,289085,148244,210740,123520,153723,12162,165581,485,3442,1468,13881,64252,103715,8486,31806,43628,6011,16114,22125,36345,137370,55653,45372,55869,9489,56886,166711,26763,4233,5039,649,157,26340
72,18,Assam,289,Hailakandi,318,659296,337890,321406,407366,226836,180530,214240,170792,43448,445056,11035,44143,1211,10615,159215,16202,88596,177984,139029,50056,28504,11608,500042,173306,673348,419921,156243,82841,139747,49075,119292,24726,9661,9712,15503,2199,82938,75014,15369,55524,24859,5379,8648,16921,25569,22356,73531,26771,24404,38038,6429,53184,105304,7814,867,1050,149,34,29399
73,18,Assam,709,Hojai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18,Assam,290,Jorhat,312,1092256,556805,535451,794929,432335,362594,498618,320746,177872,593638,71639,122063,5651,26357,286330,80824,99454,201680,295444,128050,97025,62608,892694,209170,1101864,604908,315550,171062,224498,145819,155435,15163,107878,325,6943,1185,42525,81844,104722,34072,65585,36039,7211,18085,25296,38630,144578,59963,45985,53066,10178,46552,169163,29535,5070,6060,805,185,28360
75,18,Assam,291,Kamrup,321,1517542,778461,739081,995319,550219,445100,628954,428492,200462,888588,70272,122191,3109,23468,390596,43849,163849,290097,353861,154831,118849,55011,1142942,392678,1535620,895775,408232,212740,211276,124575,180800,36031,242635,4528,2846,4254,12040,61695,197830,412,11130,5577,6457,17754,24211,40617,184261,75358,68286,79952,16918,45817,220941,39125,7179,8897,1367,351,36379
76,18,Assam,618,Kamrup Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,18,Assam,292,Karbi Anglong,314,956313,490167,466146,557214,314253,242961,383441,246193,137248,572872,18763,53918,1923,11340,215691,37185,109324,212224,199289,93137,40602,18225,676227,310093,986320,618633,233739,103123,143977,51860,96932,66089,55973,15916,11180,3570,34631,59185,62343,3965,12163,14978,4739,10667,15406,21086,87093,32646,33361,59266,15226,55463,128097,22284,3645,4457,677,135,22153
78,18,Assam,293,Karimganj,317,1228686,625864,602822,795297,435942,359355,399171,319798,79373,829515,28261,70951,1933,24699,261945,32695,198059,333885,257931,76685,39637,21408,935508,303785,1239293,779850,284368,163990,241033,98861,210254,54614,38965,4523,23667,3956,116430,120544,44183,84284,31884,17639,12064,25453,37517,35171,119294,43298,40825,72351,18085,82520,183724,17384,2812,3552,599,141,42587
79,18,Assam,294,Kokrajhar,300,887142,452905,434237,489305,275220,214085,341131,236322,104809,546011,15089,41373,1218,14063,204896,17115,116899,166013,154715,78788,39571,17287,576006,340601,916607,552671,224715,108956,116870,28132,52532,63325,96490,1406,3748,6998,12531,42957,103512,379,5098,23313,4612,13066,17678,26736,102861,40099,36026,50540,8992,33602,135308,20774,3022,3688,545,121,20301
80,18,Assam,295,Lakhimpur,307,1042137,529674,512463,683486,375552,307934,429995,282250,147745,612142,32104,60296,1948,15011,293239,34694,126950,212080,217497,107326,82885,44212,795681,275677,1071358,639385,268872,133615,185022,73904,117971,74157,100592,506,8173,2082,14581,51962,115599,3820,10937,23337,4451,11429,15880,26384,113696,46006,41306,59383,14313,35711,149287,28914,5293,6388,895,200,18683
81,18,Assam,706,Majuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,18,Assam,296,Marigaon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,18,Assam,297,Nagaon,305,2823768,1439112,1384656,1710716,921850,788866,979998,766728,213270,1843770,89206,195631,5121,45956,674999,124186,392616,638088,576214,199792,115864,66994,1999919,873197,2873116,1778277,678034,366112,385346,250174,422431,58447,436923,2584,8543,11839,27726,111783,362290,4760,33210,35623,14457,43763,58220,81779,302531,116769,103983,160725,39381,86784,425164,57931,10355,12945,2027,563,64817
84,18,Assam,298,Nalbari,323,771639,396006,375633,531771,293184,238587,267623,210202,57421,504016,37849,68313,1631,12360,210706,28238,75866,141690,192771,81507,71734,39368,606629,188960,795589,442061,211320,117809,134737,80855,103600,2272,144604,7,1134,1939,3304,29026,109448,224,4373,1234,3526,8612,12138,19755,91709,37258,34696,42345,9160,16878,113423,19380,4112,5168,839,217,17381
85,18,Assam,300,Sivasagar,311,1151050,589216,561834,813505,444767,368738,485717,325071,160646,665333,61450,123430,5146,22124,360182,45047,115378,208891,280517,158118,96939,53437,918834,247114,1165948,648056,330947,171710,235922,159205,183253,13465,152235,437,6796,1956,30521,87012,122653,21332,49397,47404,7747,19346,27093,40389,150732,61257,49086,58628,10530,37318,176996,31006,5242,6210,808,160,32771
86,18,Assam,301,Sonitpur,306,1924110,983904,940206,1108572,620525,488047,770606,537195,233411,1153504,70047,133368,4358,31254,483325,64528,216097,416218,377653,141373,90385,49901,1298039,627141,1925180,1159991,501239,261648,310383,177951,228882,186802,135176,2739,15114,5298,24900,104501,207718,1749,33448,16215,10246,27709,37955,57488,219954,86521,75945,108021,20969,74680,284779,47266,7273,8779,1238,268,46075
87,18,Assam,707,South Salmara Mancachar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,18,Assam,756,Tamulpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,18,Assam,302,Tinsukia,309,1327929,680231,647698,798322,453449,344873,557196,366623,190573,770733,70471,161718,5135,27948,290704,90910,150893,266717,276292,109805,61040,38152,910252,417081,1327333,799874,352158,175377,248246,167479,217556,12270,222501,728,2163,2548,6464,69408,177588,1025,25386,57599,9188,20339,29527,36547,147468,57086,53835,76134,15254,21387,189279,35088,6248,7686,1151,287,36330
90,18,Assam,617,Udalguri,326,831668,421617,410051,469926,264326,205600,345030,230690,114340,486638,13666,53507,1448,11893,267790,13835,101146,155720,162369,63394,34334,14001,532576,306833,839409,499214,221518,109962,109868,34290,73729,41088,91127,2619,8825,3659,17420,42811,88378,2317,16301,5226,3900,11411,15311,23242,97005,38101,35662,46769,8962,36858,123501,19828,3069,3656,486,101,21062
91,18,Assam,710,West Karbi Anglong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10,Bihar,188,Araria,209,2811569,1463333,1348236,1195768,727643,468125,1069893,708391,361502,1741676,17004,43290,2561,29796,659061,44213,625357,426625,206161,112955,68177,39627,1485840,1653766,3139606,1872943,612012,324091,295636,225043,52549,718,543136,34,611,7171,8327,213049,317350,511,8056,54827,12500,67876,80376,73656,277849,97412,106781,175194,28036,31056,459413,47807,6416,7782,1067,299,46453
93,10,Bihar,611,Arwal,240,700843,363497,337346,386351,235279,151072,236354,167991,68363,464489,4176,2203,413,6378,134334,9960,123288,118311,80704,81975,48822,27945,482480,290095,772575,444448,156031,98550,112002,51433,27875,2380,111974,7,46,1087,1207,28154,83287,67,1659,159,2263,8041,10304,9825,46359,16388,20146,43242,17898,6362,72909,25292,8095,11654,2549,1010,7948
94,10,Bihar,189,Aurangabad,235,2540073,1318684,1221389,1466002,868733,597269,837770,599157,238613,1702303,24106,44456,2362,31168,428291,49006,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,367543,166509,84329,12987,349524,170,221,5513,6326,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,221195,88642,32349,49556,11594,5613,27729
94,10,Bihar,189,Aurangabad,515,3701282,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,2126203,246324,589477,23258,69937,551789,427343,381695,686271,422964,537936,310762,253253,2611982,819734,3431716,2211996,909771,571932,614224,616355,360410,136042,106395,1197,1840,16193,22772,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,515923,114583,28816,35684,5444,1424,70397
95,10,Bihar,190,Banka,225,2034763,1067140,967623,965321,590961,374360,771080,517817,253263,1263683,15459,62359,1704,22300,425604,18492,408188,386707,196305,120653,63103,35767,1214645,879831,2094476,1291235,462080,278863,341709,88429,46555,94533,253728,329,5796,5121,11712,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,109898,272892,63056,14195,18917,3613,1109,25148
96,10,Bihar,191,Begusarai,222,2970541,1567660,1402881,1548673,918507,630166,938182,715345,222837,2032359,49493,120373,4644,43127,594377,139248,577601,484502,291877,207136,144783,101836,1822334,1242551,3064885,1951688,644874,369996,494402,193224,186662,14845,547417,135,211,8661,9665,219003,313654,658,21384,4641,13797,71413,85210,73578,286725,101080,112067,184650,39525,63453,473100,59643,12420,16403,2970,1013,46964
97,10,Bihar,192,Bhagalpur,224,3037766,1615663,1422103,1573066,937669,635397,983528,740056,243472,2054238,63241,174534,6764,46929,522527,130634,614644,524322,300767,247079,154643,118843,1976417,1139715,3116132,1952879,674660,397654,447618,208730,189954,58207,437176,208,1431,14245,16767,209060,250177,883,45919,30554,9815,49203,59018,63325,264904,96431,105148,191216,48168,104069,430436,71666,14964,19816,3692,1160,41388
98,10,Bihar,193,Bhojpur,231,2728407,1430380,1298027,1599151,973486,625665,822493,640283,182210,1905914,45763,62153,3661,34658,434559,77368,581580,605307,367059,313509,163303,131137,2172525,1005140,3177665,1722387,613072,387389,386150,216412,112983,4543,387248,81,268,4615,5428,78650,312557,464,15589,3508,8370,25259,33629,29472,142899,49809,63618,150381,88646,24348,228026,94321,36903,58276,13900,7473,34932
99,10,Bihar,194,Buxar,232,1706352,887977,818375,989807,593544,396263,538322,402180,136142,1168030,27362,46760,1784,19324,299252,35405,331675,420187,256124,178044,89306,64117,1344677,457814,1802491,1074754,375372,253998,244087,130771,64826,4471,240965,94,212,3395,4002,54463,188476,301,10728,3437,4625,15443,20068,18203,88936,30535,40198,96849,56545,19459,144919,59439,23401,37653,9136,5116,20387
100,10,Bihar,195,Darbhanga,215,3937385,2059949,1877436,1816634,1125566,691068,1223640,947927,275713,2713745,59510,127442,6280,53205,907174,95539,672797,490534,332382,224622,152540,129597,2028545,2203198,4231743,2535344,865971,529314,592006,247667,202524,868,771056,111,860,8972,11188,332426,345511,1245,19499,38607,18736,97067,115803,102760,396000,141310,151930,249637,44346,127849,634400,81916,13027,16149,2468,654,73321
101,10,Bihar,196,Gaya,236,4391418,2266566,2124852,2297613,1368803,928810,1664062,1076170,587892,2727356,57738,112617,6856,57011,696289,111282,902272,757690,447480,342254,191824,131163,2784730,1953368,4738098,2810026,936630,537333,648810,260921,167232,57516,577098,573,1505,8979,12336,246837,312298,1279,37002,15636,10388,43065,53453,51094,252000,86740,114166,262055,122997,131370,396876,161407,57349,87698,20540,9809,44524
102,10,Bihar,197,Gopalganj,217,2562012,1267666,1294346,1382998,793905,589093,728201,539586,188615,1833811,31193,69375,3707,33596,515925,38133,540603,470828,291624,223776,123249,79109,1736879,977719,2714598,1642807,546202,370662,370511,209045,84425,950,399026,70,229,2591,3307,143078,255329,417,16485,786,7841,23345,31186,29960,145088,49267,65861,157982,87471,23320,248009,89316,32551,48075,10885,4639,36327
103,10,Bihar,198,Jamui,238,1760405,916064,844341,858588,534385,324203,727571,452288,275283,1032834,12984,32633,1839,22414,325909,30851,420472,317612,153973,104211,56137,29633,1085477,765297,1850774,1135919,392052,227016,275316,64170,45733,117154,162989,844,5009,3450,10169,153708,66941,866,12828,2079,5498,25310,30808,30414,132724,47218,55092,102930,41829,87642,203766,54928,17180,24953,5531,2242,24644
104,10,Bihar,199,Jehanabad,239,1125313,585582,539731,618881,374412,244469,365378,266423,98955,759935,15507,27641,1106,11302,186660,28132,211761,165906,117558,112966,68748,45519,725997,495877,1221874,714244,254582,155106,171798,74772,50439,5236,165527,56,54,2880,3149,60659,99381,159,6054,1009,3148,11836,14984,14459,69576,24518,30599,65873,31213,21606,108063,39854,14343,21132,4802,1987,12597
105,10,Bihar,200,Kaimur (Bhabua),233,1626384,847006,779378,920276,549923,370353,511163,375959,135204,1115221,12540,52899,2100,17223,325143,15299,318859,294927,210899,147315,86815,70169,1138560,551317,1689877,1039302,353413,226808,227705,98119,40996,17969,210155,593,692,3307,4868,66396,135987,276,9201,1678,4664,15949,20613,17613,82959,28232,37114,90647,50829,42665,138993,55262,21298,33188,7723,4167,17605
106,10,Bihar,201,Katihar,212,3071029,1600430,1470599,1280190,762256,517934,1013566,760522,253044,2057463,32570,60900,2941,27263,668232,69838,472616,444260,237243,133811,88498,57114,1445438,1705551,3150989,2054202,660403,353483,333662,200849,108018,3749,580446,61,916,15849,17306,239547,314391,480,13810,44891,20222,71206,91428,83087,297110,105287,108736,190893,37632,63125,505400,43516,6587,8148,1233,328,59999
107,10,Bihar,202,Khagaria,223,1666886,883786,783100,768028,461153,306875,560805,398216,162589,1106081,15401,40641,1580,21654,373696,21007,350601,233494,130004,100555,65931,38697,925251,903323,1828574,1114645,355531,195796,230762,88774,78061,1604,311073,50,183,3392,3924,148230,142226,299,9814,6515,5547,39429,44976,40886,154724,53562,60276,109253,18748,37245,269846,29736,4781,6121,1043,297,21998
108,10,Bihar,203,Kishanganj,210,1690400,866970,823430,745056,439921,305135,529064,421192,107872,1161336,11715,58718,1093,14073,401793,43357,356401,235779,89025,42778,25989,15386,769119,945397,1714516,1139615,361114,188447,111597,108435,34858,7220,315573,17,527,7046,7913,159662,142448,323,4264,29710,12920,37799,50719,44945,153832,53447,55440,108403,22757,33601,276414,16858,2134,2594,382,78,39845
109,10,Bihar,204,Lakhisarai,227,1000912,526345,474567,507270,305182,202088,326576,240494,86082,674336,12938,44491,1186,8862,175882,31763,172076,149312,111684,85807,48001,27261,597955,450967,1048922,650642,218840,130655,146148,60658,52316,21038,127198,184,425,3221,4162,58733,75362,332,9477,1875,2515,10049,12564,12890,64137,22380,28867,62457,25272,30335,101792,30165,9874,14340,3109,1357,18133
110,10,Bihar,205,Madhepura,213,2001762,1047559,954203,834577,517666,316911,777546,496046,281500,1224216,12302,23236,1397,23309,486278,24000,340813,189431,114474,99437,79891,44955,875510,1202278,2077788,1311771,444235,242382,206218,139028,52388,1604,384905,70,148,6436,6937,153322,218811,283,6388,9086,6090,46102,52192,52354,203093,72963,77776,126649,19067,28868,324221,42330,6610,8126,1211,305,26324
111,10,Bihar,206,Madhubani,207,4487379,2329313,2158066,2155338,1340085,815253,1636938,1105947,530991,2850441,47090,113281,5319,65548,1047552,41234,783888,771417,520875,303114,170563,137780,2698989,2003079,4702068,2860455,1009424,611899,704604,235903,166993,2224,859607,349,546,11240,13393,412398,346397,1258,19775,30900,20753,102414,123167,108433,441220,157322,175465,278421,58731,142744,681994,116811,22106,28218,4700,1412,74516
112,10,Bihar,207,Munger,226,1367765,729041,638724,801817,473741,328076,426658,327453,99205,941107,49141,90461,2653,17946,222281,85782,226699,158699,146414,147152,101907,64469,849734,498676,1348410,860147,316713,188319,236192,109560,102385,48900,184033,118,862,4871,6270,93833,126411,419,20237,7168,4944,23445,28389,30778,130791,47936,52077,85773,18796,43505,199555,33704,6965,9066,1638,463,21424
113,10,Bihar,208,Muzaffarpur,216,4801062,2527497,2273565,2509232,1487117,1022115,1547586,1195308,352278,3253476,87796,180651,10290,73012,998694,120700,1092952,743623,419433,299475,194920,138916,2903794,1924438,4828232,3016735,1079189,697108,848646,346386,256532,6804,874936,209,570,11837,14071,414460,446177,1455,44121,27130,22443,104046,126489,114417,459200,164807,179976,297357,64817,87226,702089,126765,24479,32056,5670,1907,86953
114,10,Bihar,209,Nalanda,229,2877653,1497060,1380593,1519933,919558,600375,1045420,703405,342015,1832233,43761,101378,4156,43848,514141,102522,581978,486266,320839,274556,177358,133032,1985188,1324385,3309573,1829128,642197,403129,444936,180298,149675,38426,390009,325,303,10732,12252,164405,223694,892,38617,6072,9824,33798,43622,39387,191481,68723,83371,175870,76349,99223,297609,99650,32597,46830,10089,4144,43233
115,10,Bihar,210,Nawada,237,2219146,1144668,1074478,1091012,659474,431538,817041,539439,277602,1402105,20522,31162,1841,28411,379551,45323,601011,368649,195072,161127,95943,64585,1489517,1091439,2580956,1440781,485628,288805,316609,132057,77297,23777,299668,238,889,7409,9102,131390,149765,566,10224,2137,5117,19722,24839,23197,117974,40493,54284,132750,71186,65594,194211,80648,31140,48312,11542,5630,23578
116,10,Bihar,211,Pashchim Champaran,203,3935042,2061110,1873932,1759481,1091226,668255,1478947,999282,479665,2456095,38414,57546,3495,41143,839514,96620,1053481,543965,250243,159563,98732,70669,2182688,1710878,3893566,2544205,888205,497793,647438,270894,112382,5830,673647,67,521,5592,6825,282250,368844,645,19577,2006,18044,66944,84988,70446,299420,102964,126010,249111,74546,56971,508159,109279,26324,35133,6684,2125,55494
117,10,Bihar,212,Patna,230,5838465,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,3956579,321307,546859,40692,132582,657991,552103,1244842,1095655,920051,698351,463361,452340,4920726,2590473,7511199,3626564,1382654,815638,899309,562795,507581,32808,666585,463,885,14948,17401,252246,607942,1105,231255,90643,17629,60489,78118,83095,411646,153095,175456,328240,139437,97253,609661,183921,60090,86592,18736,7766,77267
118,10,Bihar,213,Purbi Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,10,Bihar,214,Purnia,211,3264619,1699370,1565249,1332326,805261,527065,1143318,803275,340043,2121301,33688,86058,4170,33664,712847,85749,668690,360243,184327,119259,83226,59996,1486857,1798786,3285643,2155512,696556,372692,246639,234013,87774,1415,606448,37,1390,16517,18780,273244,314626,836,12331,59597,17045,75176,92221,82784,304012,107266,113962,205154,39326,52843,517258,53373,8430,10296,1478,388,59786
120,10,Bihar,215,Rohtas,234,2959918,1543546,1416372,1799832,1061783,738049,924879,707939,216940,2035039,41659,114893,4594,36279,512383,95678,535187,548971,399053,333053,194928,161555,2188753,876443,3065196,1875174,673742,407193,432151,248462,128652,8126,412516,121,556,5613,6761,73129,356548,471,25242,5158,8103,27143,35246,32977,166203,57298,75928,166881,87548,26201,260042,103275,37743,58724,13663,7318,33837
121,10,Bihar,216,Saharsa,214,1900661,997174,903487,804996,506374,298622,649898,456724,193174,1250763,21651,41342,1668,19415,432651,38046,348300,194897,104182,90182,64560,47051,855188,1151349,2006537,1249692,415863,233870,231080,113421,61597,3285,349271,104,299,7281,7992,158574,174742,308,6629,10505,5742,39031,44773,43608,179102,64222,71272,122491,21846,34896,291291,43704,8148,10170,1600,422,23047
122,10,Bihar,217,Samastipur,221,4261566,2230003,2031563,2142880,1293575,849305,1343400,1037576,305824,2918166,46123,88021,5379,50918,1012979,43486,781038,710468,438908,284082,186153,129933,2549708,1996651,4546359,2766930,913339,568812,733280,213527,159459,20018,797103,100,542,7697,9429,384786,352172,1090,20385,34740,19043,94848,113891,100052,404835,142305,162478,274280,57347,113395,657647,102513,21642,27676,4775,1259,62517
123,10,Bihar,218,Saran,219,3951862,2022821,1929041,2157454,1285767,871687,1040231,857660,182571,2911631,51822,94787,4509,37442,701323,76299,793945,693465,433759,361171,213251,148065,2653504,1313700,3967204,2516115,847031,585386,586793,276656,137526,24127,578710,71,435,6158,7068,207758,381637,404,27833,5389,13380,38867,52247,47876,226877,77631,101370,238266,124352,52347,384243,132367,47458,70773,16311,7004,54359
124,10,Bihar,219,Sheikhpura,228,636342,329743,306599,328676,196431,132245,224655,151569,73086,411687,6803,20065,631,8873,108293,24345,129673,110525,59529,52860,33856,19676,409518,305609,715127,413475,136898,85045,93800,35018,30019,8860,85547,75,49,2275,2558,42462,38651,159,5094,526,1918,6427,8345,7547,36901,12786,16568,39065,19437,22635,61869,21544,7777,11485,2536,1172,8850
125,10,Bihar,220,Sheohar,205,656246,346673,309573,283698,171645,112053,216372,166693,49679,439874,3983,10004,478,6698,158484,7516,128209,91277,37063,25657,16031,10091,308989,348078,657067,421241,139909,93398,135021,52118,30398,389,145016,10,55,718,923,75837,57924,140,2091,371,6732,26938,33670,22278,71746,25002,24466,39484,3989,15128,124984,8303,733,897,136,28,14705
126,10,Bihar,221,Sitamarhi,206,3423574,1803252,1620322,1436794,885188,551606,1114583,865929,248654,2308991,39465,66263,3460,42461,807294,49670,733380,394422,196321,136500,92783,70549,1635891,1852765,3488656,2206340,739982,449035,642364,217626,152392,2238,710373,64,302,6150,7058,358607,251811,542,10992,3523,23067,113986,137053,102555,357069,125274,129240,210775,28186,122665,602916,59010,7662,9470,1464,344,61687
127,10,Bihar,222,Siwan,218,3330464,1675090,1655374,1930175,1115906,814269,932416,730396,202020,2398048,42384,52935,3834,37833,632514,41858,689880,612635,445257,355277,186817,119164,2421121,1207119,3628240,2115448,713597,498299,502991,276680,124672,1883,518473,58,259,2685,3415,158086,358850,413,19043,1279,10879,31553,42432,39746,191273,65249,86278,203685,107489,27943,323877,114884,41033,61005,13821,6151,45113
128,10,Bihar,223,Supaul,208,2229076,1155283,1073793,1033283,647672,385611,877682,551718,325964,1351394,12111,51028,1845,25078,572287,27815,467768,269737,157787,99530,69665,45726,1116063,1220268,2336331,1453438,495020,277610,258497,152501,47753,1260,425676,43,265,6634,7366,145728,273702,424,5373,12245,7736,46159,53895,53452,223470,80317,89701,141160,22279,21374,345385,55898,9148,10961,1483,330,28560
129,10,Bihar,224,Vaishali,220,3495021,1844535,1650486,1926740,1152576,774164,1060344,858648,201696,2434677,47300,70001,4810,39564,699317,51494,810191,487594,370247,291392,178320,124448,2271286,1479152,3750438,2176701,759132,486032,563063,208882,171904,31303,569778,183,458,6561,8111,295371,259500,909,18159,11051,10568,51344,61912,61291,285265,101129,122845,217871,67578,77755,435592,112105,30410,41647,8375,2862,43282
130,4,Chandigarh,44,Chandigarh,55,1055450,580663,474787,805438,465346,340092,404136,328159,75977,651314,168344,231204,44283,78113,8911,289456,80406,118667,114209,124707,98786,174528,731491,184265,915756,602411,303748,148945,226263,210801,206017,45,6167,36,12,1120,1372,27384,202495,204,227354,2001,15220,24396,39616,36024,144460,64040,44396,43001,7984,5182,162464,24076,4872,5667,676,119,42854
131,22,Chhattisgarh,646,Balod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,22,Chhattisgarh,644,Balodabazar-Bhatapara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,22,Chhattisgarh,649,Balrampur-Ramanujganj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,22,Chhattisgarh,374,Bastar,414,1413199,698487,714712,650863,382335,268528,726531,404364,322167,686668,22075,157646,1782,9042,316425,54894,183667,178766,139330,60936,57413,32895,656234,729550,1385784,864272,358157,189569,296904,48350,62326,20384,216583,11191,4833,1010,18036,161593,35465,1002,49120,4335,14805,39505,54310,45757,161211,58138,57316,81784,9502,109749,222252,35222,3347,3836,407,82,45497
135,22,Chhattisgarh,650,Bemetara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,22,Chhattisgarh,636,Bijapur,417,255230,128663,126567,86919,54076,32843,134525,71591,62934,120705,1022,12516,117,1462,50449,7942,25597,22787,14170,7192,6755,3421,80069,163278,243347,167348,63802,23927,44058,7780,2843,2888,41215,843,2696,311,4105,26040,2460,255,1982,230,2429,6408,8837,7852,25936,9267,8817,13973,1656,21902,35090,4836,435,506,63,8,9970
136,22,Chhattisgarh,636,Bijapur,557,2177331,1111022,1066309,1248268,730566,517702,927722,580111,347611,1249609,58890,326594,4987,36571,396449,131041,246391,430477,143199,182756,129109,96990,1253491,746979,2000470,1295274,527085,353549,377850,297164,73300,50159,142779,976,6429,4927,13571,161163,104504,1239,195318,50631,12850,28819,41669,40215,202950,76206,86529,121864,38593,139409,269069,64643,21459,28159,5019,1681,43205
137,22,Chhattisgarh,375,Bilaspur,30,381956,192764,189192,287620,155599,132021,205871,111543,94328,176085,17262,79146,1574,6281,152458,11987,35817,59489,53515,64730,45695,25474,287961,65864,353825,193671,107367,80497,58346,61113,56814,2143,5617,513,43,1663,2978,28605,42589,759,67847,477,3819,6685,10504,9924,46905,21119,15862,18706,4338,9259,50624,15387,3523,4063,459,81,10379
137,22,Chhattisgarh,375,Bilaspur,406,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,1460432,77727,519704,8566,30892,549632,188174,382091,407692,337793,189296,152838,134637,1624001,943112,2567113,1625484,655032,380114,586579,135945,171271,67248,385255,843,3051,2324,7549,310140,143705,1331,152156,41286,36885,84460,121345,88162,321189,118976,114051,148587,24774,162050,464063,57480,10850,13773,2306,617,80579
